RSSI,IOT,MCS,CQI,RSRP,RSRQ,BW_Utilization (%),RB_Allocation,UE_Status,QoS_Class,Beamforming,Traffic_Load (kbps),Latency (ms),Backhaul_Status,Mobility,Frequency_Layer,Network_Slice,Handover_Metrics (ms),Retransmission_Rate (%),NFV_Status,Physical_Cell_ID,Active_Features,Energy_Consumption (Watts),UE_Demand (kbps),Current_Resource_Allocation (%),Channel_Conditions
-96,-42,3,10,-131,-12,13.00194162,235,idle,6,63,12040,113,0,high-speed,millimeter wave,3,235,15.70147527,1,278,MIMO,26,4690,87.08575015,10
-72,-89,0,5,-98,-12,77.99175543,149,connected,4,44,15231,115,1,high-speed,sub-6 GHz,2,347,20.63365681,1,479,None,470,7903,39.28372745,0
-73,-64,5,6,-99,-10,27.06634718,128,connected,7,15,10254,83,0,stationary,millimeter wave,1,206,16.71436157,1,353,MIMO,338,7644,35.4215988,1
-110,-43,8,10,-109,-15,53.66261231,188,idle,8,5,10340,107,1,stationary,millimeter wave,4,368,13.79454528,0,192,None,20,12910,74.67049824,2
-108,-40,11,4,-101,-8,36.7132536,270,connected,5,53,4633,84,0,stationary,millimeter wave,4,178,19.77249846,0,266,MIMO,107,6528,29.36276782,1
-100,-28,15,11,-82,-9,100,184,idle,0,39,7106,16,0,stationary,sub-6 GHz,4,305,9.350523395,0,122,carrier aggregation,131,3569,56.25914872,2
-116,-50,21,15,-135,-7,50.12694382,42,idle,8,24,5238,119,1,high-speed,sub-6 GHz,3,384,14.48838027,0,343,None,427,11887,56.04368364,2
-71,-7,15,10,-137,-19,100,85,handover,4,57,12512,70,1,high-speed,millimeter wave,4,432,6.982308496,0,109,MIMO,166,14467,52.95079248,10
-99,-38,21,12,-128,-11,22.77814266,249,connected,8,13,8872,97,1,stationary,sub-6 GHz,4,75,16.07585864,0,489,carrier aggregation,415,14068,54.46965841,5
-92,-46,24,4,-96,-15,95.08441035,267,handover,3,27,7280,63,1,stationary,millimeter wave,2,7,15.76218349,0,50,carrier aggregation,323,7967,90.84011836,4
-106,-41,14,13,-74,-4,89.21189712,87,connected,8,2,6980,10,1,high-speed,sub-6 GHz,1,23,20.52100934,1,315,None,346,13368,60.04361555,2
-73,-71,5,6,-119,-10,100,18,connected,2,47,14044,100,1,high-speed,millimeter wave,1,383,21.88856784,0,488,MIMO,271,5630,74.47111104,9
-87,-67,28,1,-135,-12,56.38315922,20,idle,9,19,5786,68,0,stationary,millimeter wave,4,369,22.33147946,0,217,None,144,4423,2.107353486,7
-84,-18,31,14,-96,-16,83.96978512,77,connected,0,47,4151,23,1,high-speed,millimeter wave,3,18,16.41326036,1,66,MIMO,256,7901,12.73597925,10
-91,-33,22,10,-113,-5,32.07185043,79,connected,6,26,12392,63,1,high-speed,sub-6 GHz,2,247,2.889265987,0,22,None,225,9467,17.53719676,6
-85,-13,7,8,-92,-17,74.35092914,84,connected,4,48,12608,67,1,stationary,millimeter wave,4,368,13.66408036,0,216,None,50,6488,31.16510937,8
-81,-47,27,3,-140,-19,29.87029476,165,connected,2,2,12484,22,0,high-speed,sub-6 GHz,4,226,19.30512059,0,324,carrier aggregation,122,10312,52.9517,5
-83,-65,2,9,-102,-17,48.56844198,108,connected,6,42,11292,95,1,stationary,sub-6 GHz,1,23,20.67162206,0,228,None,404,7040,93.44398945,10
-96,-35,5,1,-116,-15,67.8189262,160,connected,8,58,9093,63,1,stationary,sub-6 GHz,3,5,19.76393879,1,495,None,357,7351,94.30395213,1
-102,-49,29,6,-93,-12,100,90,connected,4,15,8746,96,1,stationary,millimeter wave,3,459,6.872276811,1,376,carrier aggregation,129,4684,73.92483116,6
-117,-2,7,11,-114,-14,9.512135544,128,connected,6,46,10376,85,1,stationary,sub-6 GHz,0,406,4.373887523,1,402,carrier aggregation,161,6885,71.40986545,2
-82,-30,25,4,-101,-6,46.94855626,234,handover,9,42,7835,43,1,high-speed,sub-6 GHz,0,470,18.49574904,0,216,MIMO,352,10174,60.94371724,4
-116,-30,1,13,-80,-16,62.12746012,88,connected,8,53,7130,35,0,high-speed,millimeter wave,0,70,18.6271439,0,332,MIMO,153,7329,76.5410698,1
-80,-16,29,13,-97,-12,35.20150838,51,connected,3,16,6032,37,0,high-speed,sub-6 GHz,0,255,11.0395942,1,390,None,303,4457,12.11390932,3
-87,-99,30,11,-131,-9,73.70828318,49,connected,1,0,12749,77,0,high-speed,sub-6 GHz,0,382,3.197445599,1,41,MIMO,468,11444,17.19880159,0
-113,-67,22,14,-107,-10,100,175,connected,9,33,3340,69,1,high-speed,millimeter wave,4,22,6.476257749,1,120,carrier aggregation,383,3664,74.20558262,1
-116,-69,11,2,-118,-18,100,229,connected,8,9,13775,77,0,stationary,millimeter wave,1,395,7.616622025,0,135,MIMO,300,5377,11.48494992,0
-117,-43,2,11,-136,-16,66.87303559,110,connected,9,10,13062,83,0,high-speed,sub-6 GHz,0,53,17.20634245,0,336,carrier aggregation,366,6683,42.56641186,7
-113,-72,31,7,-81,-9,66.98063915,46,connected,6,5,7868,93,0,stationary,sub-6 GHz,1,28,5.576100257,1,128,carrier aggregation,200,12739,97.48597491,5
-104,-75,2,8,-124,-6,63.58738745,87,connected,4,24,9472,59,1,high-speed,millimeter wave,3,66,19.57790399,0,112,None,477,10236,69.08391421,6
-97,-58,15,6,-115,-14,26.76485156,230,connected,2,9,7473,25,1,stationary,millimeter wave,4,356,3.463734741,0,280,MIMO,289,9913,80.83726947,2
-81,-92,22,14,-78,-13,15.30851823,104,idle,9,42,9620,23,0,high-speed,millimeter wave,4,249,21.64084895,0,358,carrier aggregation,221,7019,96.43947622,9
-76,-17,1,1,-107,-15,63.22031137,233,handover,3,36,7782,63,0,high-speed,sub-6 GHz,1,179,6.26935348,0,131,carrier aggregation,194,10960,73.62332588,6
-115,-31,24,1,-89,-14,49.0026093,91,connected,9,34,6711,82,0,high-speed,millimeter wave,1,241,10.03984162,1,480,carrier aggregation,391,5388,77.33991322,3
-117,-24,14,7,-120,-14,89.2227988,98,connected,0,19,3306,96,1,stationary,sub-6 GHz,3,299,20.24654591,0,219,MIMO,146,6194,2.765901716,4
-95,-18,31,9,-81,-10,38.16383054,255,idle,6,40,11953,44,1,high-speed,millimeter wave,1,370,17.37646969,0,131,None,149,4341,89.30947577,7
-96,-32,23,2,-85,-8,88.56552758,207,connected,9,15,5938,106,0,high-speed,millimeter wave,1,218,16.39280712,0,11,MIMO,375,4772,63.47555772,2
-93,-78,8,11,-98,-10,35.83201719,100,idle,3,57,4935,65,1,stationary,millimeter wave,2,307,5.780771574,0,111,None,353,10847,90.96080228,1
-77,-80,20,2,-89,-12,99.97249489,51,handover,6,49,10190,61,1,high-speed,sub-6 GHz,3,240,4.506934569,1,460,None,486,8335,45.6334879,3
-103,-58,5,0,-129,-11,100,33,connected,4,9,8371,116,0,high-speed,millimeter wave,1,385,10.05278718,1,326,carrier aggregation,114,8406,99.64278787,0
-95,-71,28,6,-72,-7,34.0793827,120,handover,1,51,7438,29,1,high-speed,millimeter wave,4,335,19.88189572,0,375,MIMO,416,12353,86.00147327,8
-94,-45,14,0,-131,-12,38.19887251,102,connected,1,23,9927,94,1,stationary,sub-6 GHz,3,170,16.15779982,0,284,carrier aggregation,267,12958,95.63900664,8
-95,-1,0,15,-101,-8,42.47604942,111,connected,9,51,9432,66,0,high-speed,millimeter wave,0,271,11.5765767,1,493,None,354,12294,65.17298219,8
-72,-83,24,13,-90,-5,29.25031214,226,connected,9,12,12223,48,1,stationary,millimeter wave,1,227,9.46020551,1,344,MIMO,494,9226,41.18698243,9
-94,-73,7,8,-125,-10,22.33344118,231,idle,8,8,3778,93,0,high-speed,sub-6 GHz,0,212,21.38316722,1,494,None,325,6585,83.13062719,7
-78,-58,27,1,-90,-20,50.41549561,65,connected,9,40,7642,43,1,stationary,sub-6 GHz,0,444,17.84486699,0,467,carrier aggregation,52,7771,56.23130988,4
-95,-58,12,10,-135,-14,59.45321815,170,handover,9,2,8354,79,1,high-speed,millimeter wave,2,48,11.13055028,1,266,None,397,10823,17.09990443,5
-76,-78,3,7,-88,-15,10.54016217,209,handover,1,23,9344,25,1,high-speed,millimeter wave,3,173,13.47477679,1,54,MIMO,430,12150,27.03561991,9
-97,-59,12,4,-116,-18,43.17272327,79,connected,3,52,10948,54,1,stationary,sub-6 GHz,3,24,13.90181414,1,441,None,444,7250,58.57908363,2
-117,-10,19,5,-79,-20,92.12658627,54,handover,6,57,10993,85,1,high-speed,millimeter wave,0,38,12.02681619,1,395,MIMO,40,13127,12.0668492,8
-96,-2,7,9,-72,-10,38.40211246,115,connected,9,0,8721,74,0,stationary,sub-6 GHz,4,435,7.67060426,0,26,MIMO,336,5034,26.78838198,6
-114,-39,16,14,-117,-10,71.23374393,187,connected,5,12,13184,62,0,high-speed,sub-6 GHz,0,291,20.30185883,0,444,None,427,8453,36.0440053,4
-87,-53,6,14,-134,-5,100,164,connected,5,28,5252,59,0,stationary,sub-6 GHz,4,96,8.841693469,0,226,None,236,9063,26.55257437,10
-76,-18,30,4,-73,-9,12.6432233,110,connected,0,24,5956,96,1,high-speed,sub-6 GHz,3,172,18.02158567,1,336,carrier aggregation,203,7713,45.86827205,4
-105,-71,14,12,-71,-4,19.01905102,247,connected,0,37,12492,83,1,high-speed,millimeter wave,3,128,12.12680094,1,432,MIMO,424,11210,0.423610223,7
-101,-65,27,11,-93,-16,74.89596914,56,connected,4,20,13275,65,0,stationary,sub-6 GHz,3,402,17.72255662,0,395,None,230,5308,27.82647932,7
-114,-9,26,15,-131,-15,88.83461116,259,connected,9,53,10988,59,1,high-speed,millimeter wave,1,346,2.379623374,0,483,carrier aggregation,301,4678,35.65867725,7
-96,-20,11,13,-135,-6,79.13387794,244,connected,9,24,10784,74,1,stationary,sub-6 GHz,4,13,10.56812498,1,338,carrier aggregation,47,8382,10.94555321,8
-75,-60,1,12,-76,-14,50.05395829,217,handover,2,16,7415,80,0,stationary,sub-6 GHz,1,134,2.875960137,1,323,carrier aggregation,262,6853,13.27988785,2
-77,-20,18,7,-90,-5,14.54097013,200,connected,5,2,13210,52,0,stationary,millimeter wave,0,108,13.97707836,1,68,MIMO,86,7226,80.88291888,6
-105,-73,14,6,-125,-4,29.54814216,85,connected,8,8,13978,87,0,high-speed,millimeter wave,1,70,23.82820826,0,327,None,471,10146,86.48075748,0
-114,-3,27,15,-75,-10,32.93240783,125,connected,7,28,5683,105,1,stationary,sub-6 GHz,1,201,13.21625576,1,488,None,66,4235,33.29223041,9
-91,-48,13,11,-110,-9,88.9826586,145,connected,0,52,7451,42,1,high-speed,millimeter wave,1,125,10.61352635,0,196,carrier aggregation,137,6301,35.12569972,2
-71,-57,21,4,-120,-18,99.42471913,54,handover,2,32,8787,88,1,stationary,millimeter wave,1,496,11.83372158,1,407,None,419,5542,94.41122358,3
-97,-26,27,13,-107,-15,39.21290327,82,connected,4,18,8312,104,1,stationary,millimeter wave,3,486,6.898368884,0,406,carrier aggregation,343,7102,26.37208684,1
-97,-35,24,1,-136,-7,24.16574512,137,connected,0,43,7895,49,1,stationary,millimeter wave,3,179,5.152454327,0,329,MIMO,447,8996,19.73709277,7
-106,-43,17,15,-111,-20,18.61577714,45,connected,6,29,9861,60,1,stationary,millimeter wave,0,54,14.11453674,1,131,carrier aggregation,214,7870,27.43610261,2
-80,-17,9,2,-133,-9,14.78850066,10,connected,5,24,7320,73,0,high-speed,millimeter wave,2,144,17.14733165,0,117,carrier aggregation,168,4422,6.890304903,4
-102,-57,26,0,-77,-17,23.69020676,132,connected,4,9,10609,88,0,high-speed,sub-6 GHz,1,469,17.21723106,0,53,MIMO,439,12695,99.84513736,0
-75,-70,19,9,-99,-4,91.19545548,119,connected,1,36,6279,77,1,high-speed,sub-6 GHz,3,29,13.61785005,1,57,carrier aggregation,340,6410,36.90354811,2
-119,-30,12,11,-94,-14,68.67413428,109,connected,4,13,12223,41,1,stationary,sub-6 GHz,3,344,16.54860708,1,474,carrier aggregation,232,10270,24.60200756,1
-107,-63,16,5,-137,-4,99.82872566,237,connected,9,16,8587,28,0,high-speed,sub-6 GHz,1,477,2.610069743,0,498,None,180,10035,87.07876956,5
-71,-70,25,7,-82,-15,95.18246452,137,connected,8,22,5150,97,1,high-speed,millimeter wave,4,77,21.34877644,1,354,MIMO,231,3211,77.91572367,6
-98,-76,19,11,-80,-9,85.17794472,220,connected,0,47,8820,118,1,stationary,sub-6 GHz,0,357,13.82730608,1,330,carrier aggregation,241,4743,93.09430774,4
-77,-37,25,12,-109,-11,71.46444713,201,connected,5,60,8572,91,0,stationary,sub-6 GHz,1,117,18.21469299,1,148,MIMO,413,10895,28.79777739,8
-108,-21,6,9,-109,-19,67.88650181,91,idle,0,61,10796,95,0,high-speed,millimeter wave,3,325,9.528217631,0,84,carrier aggregation,206,8481,49.35297304,1
-107,-62,16,11,-114,-14,23.10679221,164,connected,1,26,6680,42,1,high-speed,millimeter wave,0,286,13.89729057,0,195,MIMO,204,13774,19.35904614,2
-71,-31,9,9,-82,-13,56.04408485,227,connected,5,3,7668,49,0,stationary,millimeter wave,0,122,21.91269529,1,251,None,222,5866,3.78671326,7
-80,-74,6,3,-89,-6,8.76718359,84,connected,7,30,6690,47,1,stationary,sub-6 GHz,3,34,10.30029155,1,65,carrier aggregation,213,13164,89.69740691,2
-97,-2,9,13,-130,-7,98.06663242,67,connected,3,39,7187,106,0,high-speed,millimeter wave,2,401,20.62676084,0,234,None,84,3440,38.8963315,7
-113,-50,3,11,-130,-15,53.90927029,217,connected,6,58,4869,54,0,high-speed,sub-6 GHz,4,420,21.13143593,0,283,MIMO,76,5022,61.91586756,2
-112,-4,0,11,-114,-5,60.33213862,159,connected,5,60,3961,95,0,high-speed,sub-6 GHz,3,306,3.388620039,0,320,MIMO,343,7977,27.44316954,3
-113,-37,25,8,-100,-13,60.94000804,104,connected,1,36,9435,74,1,stationary,millimeter wave,1,332,19.80478561,1,212,MIMO,29,9808,44.91384385,3
-96,-92,18,13,-124,-11,49.3525093,269,connected,5,56,6148,61,0,stationary,millimeter wave,4,148,14.11136398,0,311,None,359,8896,21.63386005,7
-77,-50,21,7,-134,-19,51.71999894,174,idle,0,25,5996,22,0,stationary,millimeter wave,2,53,8.967685955,0,486,MIMO,482,6454,60.47588536,3
-93,-28,10,6,-104,-12,57.47213321,13,connected,2,26,7686,68,1,stationary,sub-6 GHz,0,208,13.69203968,0,111,carrier aggregation,26,12882,78.15187215,6
-112,-29,12,10,-133,-4,48.82847778,201,idle,8,37,7824,29,1,high-speed,millimeter wave,2,375,19.09605569,0,276,MIMO,16,5256,35.28459547,0
-116,-59,4,4,-111,-9,79.57764466,221,idle,8,38,9762,24,1,stationary,sub-6 GHz,3,108,21.35408034,1,304,None,222,6834,52.97404025,5
-96,-27,28,5,-115,-14,27.83676417,177,connected,8,40,7114,54,0,high-speed,millimeter wave,4,181,22.65905987,0,453,carrier aggregation,69,12901,95.10217505,9
-101,-2,24,12,-127,-15,85.87524973,184,connected,2,42,4558,57,0,stationary,sub-6 GHz,0,324,21.47043873,1,98,MIMO,41,11838,67.63033299,0
-114,-78,7,10,-134,-10,66.24145717,16,connected,3,4,14105,40,0,stationary,millimeter wave,1,172,9.657184035,1,402,MIMO,453,5416,18.50117659,7
-111,-7,10,15,-128,-16,22.31824791,110,connected,8,47,4895,50,1,high-speed,sub-6 GHz,0,479,3.701762926,1,192,MIMO,7,5699,0.42442348,8
-105,-30,16,7,-139,-15,54.54907243,163,connected,9,30,5802,91,0,high-speed,sub-6 GHz,2,106,22.6744829,1,28,MIMO,482,6637,50.7612008,6
-107,-4,27,1,-139,-18,42.25399158,54,connected,3,54,4479,58,0,stationary,sub-6 GHz,4,198,21.59860841,0,271,carrier aggregation,329,4745,34.76297362,0
-107,-76,8,10,-119,-9,17.96081642,237,handover,2,22,14760,92,1,stationary,sub-6 GHz,0,449,8.983738777,1,473,None,172,9724,66.74875355,10
-85,-89,21,11,-78,-10,14.04986842,92,connected,4,22,4979,48,1,high-speed,sub-6 GHz,3,53,5.778494668,1,333,None,13,11982,9.709234728,4
-114,-26,11,1,-102,-8,28.06353539,265,idle,1,35,11855,29,1,stationary,millimeter wave,4,281,7.166525748,0,219,None,19,11232,11.02622701,10
-120,-94,10,9,-125,-12,95.45801946,67,connected,9,33,8052,84,1,stationary,millimeter wave,0,211,7.889742984,0,389,MIMO,472,4757,98.91785077,0
-119,-65,13,4,-84,-5,40.55577449,237,connected,1,6,7113,74,0,stationary,millimeter wave,0,19,11.16128063,0,100,carrier aggregation,422,8073,23.84155958,1
-92,-92,26,4,-132,-6,79.11712862,217,connected,8,32,12384,105,0,high-speed,millimeter wave,0,141,15.94240862,1,290,MIMO,245,5249,93.82040044,7
-72,-43,5,6,-126,-4,13.2562163,46,connected,8,19,9687,67,1,high-speed,millimeter wave,1,86,18.2381455,0,116,None,420,7771,27.09501494,4
-103,-16,27,6,-77,-18,100,89,connected,5,37,4100,95,1,high-speed,sub-6 GHz,1,135,18.85033481,0,213,MIMO,213,8690,72.32465883,5
-94,-38,0,1,-91,-4,51.52868721,149,connected,7,38,9441,50,0,high-speed,millimeter wave,3,297,3.768280411,1,469,carrier aggregation,285,13618,93.11602503,10
-110,-100,0,14,-115,-12,100,76,handover,8,49,3472,106,0,high-speed,millimeter wave,4,137,14.58398386,0,476,None,317,3791,82.39037896,7
-80,-25,3,3,-122,-14,17.59338228,180,connected,5,15,4180,46,1,high-speed,millimeter wave,3,116,4.011197526,0,60,None,409,4516,51.56921597,6
-97,-23,27,3,-93,-5,58.88843596,177,handover,1,33,8871,89,1,stationary,sub-6 GHz,4,359,18.2894506,0,498,carrier aggregation,11,12898,99.95976094,10
-98,-1,16,11,-77,-20,50.13543313,109,connected,7,31,8513,114,1,stationary,sub-6 GHz,1,8,21.6877205,0,13,None,222,7007,21.04671179,2
-97,-24,4,15,-74,-9,32.52363525,92,connected,6,45,10167,65,1,stationary,sub-6 GHz,2,394,6.960330118,1,76,None,202,4198,40.44441522,9
-78,-3,1,7,-107,-16,65.67549313,191,connected,8,48,7539,99,0,high-speed,sub-6 GHz,1,278,17.55327405,0,256,None,92,10783,77.22975689,0
-117,-73,30,7,-76,-19,54.02731794,265,connected,9,62,13809,64,1,high-speed,sub-6 GHz,3,446,18.98699537,1,333,None,463,11210,40.60214743,6
-103,-59,28,15,-89,-7,78.87946754,172,connected,1,2,10929,106,1,stationary,sub-6 GHz,4,15,19.30549241,0,193,MIMO,487,5654,28.95812064,10
-77,-69,16,12,-120,-10,80.82309581,99,connected,8,43,6378,115,1,stationary,sub-6 GHz,1,227,7.64872243,1,424,MIMO,3,12186,93.52627771,6
-115,-19,25,15,-77,-14,36.97964849,252,connected,3,2,9226,22,1,high-speed,millimeter wave,2,454,7.344429716,1,234,None,239,8952,54.14290701,0
-116,-63,0,13,-79,-10,22.42110268,48,connected,9,14,3320,65,1,high-speed,sub-6 GHz,3,350,16.57302378,1,311,carrier aggregation,141,10230,0.570727439,3
-81,-44,18,12,-106,-9,100,134,connected,7,27,9572,114,1,stationary,sub-6 GHz,1,265,9.245622238,0,350,None,125,12261,25.60343825,6
-100,-73,5,12,-82,-12,50.84430269,53,connected,1,44,9961,55,1,stationary,sub-6 GHz,1,462,11.98600176,1,343,carrier aggregation,104,12252,70.02787135,2
-111,-34,27,15,-134,-14,85.10676303,190,idle,0,32,5407,37,1,stationary,millimeter wave,1,50,7.356982011,0,151,None,175,8421,83.49746928,9
-103,-88,12,5,-76,-4,77.60375024,108,handover,4,9,11174,117,0,stationary,millimeter wave,4,71,11.75393778,1,128,MIMO,79,9501,7.256462559,5
-82,-74,8,6,-87,-9,15.54781365,156,connected,8,15,2565,65,1,stationary,millimeter wave,4,306,19.04972114,0,135,MIMO,133,3812,74.02278496,4
-88,-12,1,5,-124,-16,71.49870763,6,connected,7,31,9042,86,0,stationary,sub-6 GHz,3,377,16.92076196,0,147,None,171,5868,45.91251067,3
-92,-92,29,0,-76,-5,0.882670323,25,connected,8,59,11045,11,1,high-speed,sub-6 GHz,1,54,6.930241297,0,430,carrier aggregation,417,11434,54.61741535,0
-77,-62,29,15,-99,-6,90.76819729,175,connected,4,42,2272,112,1,stationary,sub-6 GHz,4,76,23.80597269,1,212,None,469,11016,33.17024266,8
-73,-39,15,12,-138,-17,36.35510988,220,handover,0,39,7191,25,1,high-speed,sub-6 GHz,4,194,17.2904209,0,370,None,405,12213,98.04293138,6
-79,-77,10,6,-130,-8,89.64296181,157,connected,8,61,6315,78,1,stationary,sub-6 GHz,1,32,19.20851965,0,126,None,246,7366,13.45437399,1
-100,-14,12,0,-91,-12,56.51336889,235,connected,9,11,5820,71,1,stationary,millimeter wave,1,456,15.22620254,0,351,MIMO,143,6329,59.02047102,6
-78,-65,31,7,-71,-14,47.98706862,198,connected,0,45,8615,112,1,high-speed,millimeter wave,1,323,11.33205043,1,491,carrier aggregation,206,11214,91.61959005,3
-76,-65,9,15,-139,-20,96.49003213,185,connected,6,26,8803,88,0,high-speed,millimeter wave,3,493,8.561921758,1,450,None,308,5179,63.70107562,2
-99,-81,12,7,-116,-15,39.9387782,210,handover,2,20,5701,95,0,high-speed,sub-6 GHz,0,79,8.605552899,0,52,None,342,11963,76.60466056,8
-102,-65,16,15,-103,-10,85.68161546,95,connected,7,5,6569,49,1,high-speed,sub-6 GHz,2,92,20.08219721,0,182,None,253,5633,37.20392887,8
-71,-67,25,0,-99,-17,58.33008635,189,connected,9,32,9700,81,1,high-speed,sub-6 GHz,4,184,7.440299753,0,41,MIMO,26,9503,12.98259755,6
-88,-90,9,6,-95,-7,100,147,connected,5,46,6536,108,0,stationary,sub-6 GHz,2,79,12.83807805,0,149,MIMO,264,10103,72.69437022,5
-86,-62,6,10,-107,-8,12.84313983,29,connected,0,59,8855,32,0,high-speed,millimeter wave,3,264,19.59503537,0,192,carrier aggregation,435,10292,10.61150181,8
-95,-68,8,10,-98,-16,24.2077536,32,connected,1,53,7558,37,1,stationary,sub-6 GHz,1,374,19.91873547,1,484,MIMO,303,5756,96.93312369,10
-79,-97,27,2,-87,-13,70.15183838,61,connected,9,20,10841,88,0,stationary,millimeter wave,1,56,12.19084939,0,461,carrier aggregation,22,3781,43.62812108,0
-117,-1,26,12,-116,-19,40.47324764,244,connected,8,40,8655,45,1,high-speed,sub-6 GHz,0,448,18.31246652,1,325,MIMO,94,14655,47.08508841,8
-108,-30,12,1,-100,-8,18.86439971,132,connected,7,58,4964,46,0,high-speed,sub-6 GHz,4,294,22.90382449,1,308,MIMO,140,11776,64.28091148,1
-82,-23,28,12,-83,-9,100,209,connected,5,22,11921,75,1,high-speed,millimeter wave,1,28,23.48570177,1,429,None,178,4503,17.94321492,9
-92,-18,22,15,-98,-5,57.28360552,252,handover,3,12,7271,41,1,high-speed,millimeter wave,3,298,4.155586827,0,392,MIMO,444,4432,50.62907569,0
-89,-94,27,14,-124,-13,93.13673147,130,connected,3,11,7655,68,0,high-speed,millimeter wave,2,294,4.687962764,0,179,None,197,9574,32.69890461,2
-108,-35,16,7,-88,-12,69.39425625,28,connected,2,36,5609,101,0,stationary,sub-6 GHz,1,371,23.59678485,0,215,carrier aggregation,232,4134,11.19362773,8
-107,-64,27,10,-96,-5,59.15086834,41,connected,9,47,5967,26,1,stationary,millimeter wave,0,237,6.63944726,1,488,None,463,7623,13.87071446,4
-103,-11,30,8,-80,-14,91.2637363,145,connected,1,19,5927,56,1,stationary,sub-6 GHz,0,173,15.46321607,1,277,None,237,6441,66.08983918,0
-118,-79,10,1,-113,-14,66.81787655,52,connected,8,29,6202,64,0,high-speed,sub-6 GHz,1,72,12.88632474,1,92,MIMO,378,11534,10.96652811,5
-94,-98,5,11,-87,-5,61.67032673,151,connected,1,15,11367,83,0,stationary,sub-6 GHz,0,349,2.638072002,1,255,carrier aggregation,391,2380,57.12472323,4
-77,-4,1,3,-116,-13,67.92365689,244,connected,2,35,7171,29,0,high-speed,millimeter wave,3,374,9.157632162,1,309,carrier aggregation,191,10896,26.38877214,4
-90,-73,20,5,-133,-18,86.39281525,42,connected,1,23,5519,41,0,stationary,sub-6 GHz,2,221,12.04268029,0,455,None,442,11247,78.08893394,2
-88,-37,26,5,-98,-18,62.0819988,242,connected,6,29,8963,23,0,stationary,sub-6 GHz,3,75,13.31312851,0,246,carrier aggregation,398,12621,77.10459312,5
-115,-17,23,0,-130,-12,22.38139986,99,connected,2,58,13880,39,0,stationary,millimeter wave,2,66,19.11209232,1,276,MIMO,144,4494,57.73941726,3
-103,-10,12,12,-116,-12,68.35388885,29,connected,9,52,14280,60,0,high-speed,sub-6 GHz,4,283,11.35038559,0,330,None,463,5798,60.80079346,7
-76,-91,12,15,-81,-18,10.00924308,8,connected,3,60,10487,32,1,high-speed,sub-6 GHz,0,340,10.12835435,1,14,MIMO,437,10028,4.721144993,1
-111,-79,23,11,-92,-5,43.41709995,31,connected,1,14,8258,54,0,high-speed,sub-6 GHz,1,360,20.58169888,0,367,carrier aggregation,184,5624,15.20452915,0
-89,-97,22,15,-122,-15,41.724234,197,handover,3,58,13113,55,1,stationary,millimeter wave,3,444,22.76182521,1,464,MIMO,172,5617,61.29447157,2
-73,-56,15,12,-75,-4,70.40642259,93,idle,4,61,7079,88,0,stationary,sub-6 GHz,3,179,18.64812194,0,113,None,183,5214,18.74072241,1
-75,-61,10,11,-124,-20,39.14515697,255,connected,3,55,8433,106,1,stationary,millimeter wave,4,381,19.22883333,1,499,MIMO,303,11335,40.14344271,0
-99,-89,30,2,-94,-11,23.65461861,128,connected,7,63,13462,39,0,high-speed,millimeter wave,4,102,20.47074311,0,193,None,81,11368,54.03418658,9
-84,-62,1,0,-98,-14,51.07469072,102,handover,9,44,4815,68,1,stationary,millimeter wave,3,351,15.13800873,1,344,MIMO,497,4488,2.140239791,10
-111,-47,30,1,-122,-13,84.82278438,245,connected,7,15,7199,104,1,high-speed,sub-6 GHz,1,272,19.89794668,1,146,MIMO,231,7399,15.11450437,8
-101,-48,25,6,-89,-12,100,164,connected,0,1,11372,101,1,high-speed,sub-6 GHz,1,407,17.81613439,0,75,MIMO,483,14348,7.274601226,7
-93,-84,11,12,-83,-17,40.1167632,183,connected,3,26,12205,31,1,high-speed,millimeter wave,1,242,17.95104988,1,203,None,153,4435,33.14452801,9
-117,-45,4,8,-114,-17,59.093918,125,connected,0,1,7752,32,1,stationary,sub-6 GHz,2,314,17.85412176,0,81,MIMO,418,11656,39.51635765,10
-95,-91,24,5,-90,-17,89.31323878,40,connected,3,33,12530,67,1,stationary,millimeter wave,0,168,6.809635978,1,0,carrier aggregation,100,4142,11.08090086,7
-119,-36,7,5,-110,-20,47.54395463,160,connected,6,61,8915,85,1,high-speed,millimeter wave,0,207,15.34950114,1,409,carrier aggregation,242,2640,37.00862738,8
-84,-85,26,1,-98,-7,88.08725253,84,connected,1,54,5622,74,1,stationary,millimeter wave,2,90,19.1780933,1,483,None,129,4686,45.09342357,3
-92,-6,2,2,-134,-14,68.25380354,30,handover,1,59,5164,79,1,stationary,millimeter wave,2,73,22.33757597,0,309,MIMO,182,6399,37.63618076,9
-112,-77,5,4,-93,-10,14.79995399,66,idle,8,41,13634,122,1,high-speed,millimeter wave,2,114,14.64793105,1,182,carrier aggregation,101,9510,24.91788353,4
-91,-94,20,12,-107,-4,94.580969,17,handover,6,30,9681,26,0,stationary,sub-6 GHz,0,340,15.64210223,1,103,carrier aggregation,378,9808,4.696074085,10
-84,-90,20,5,-78,-10,46.39704797,90,idle,2,55,7612,77,1,stationary,sub-6 GHz,0,280,13.17847503,0,275,MIMO,211,7441,42.17275828,1
-86,-95,27,8,-79,-13,54.24743474,218,connected,1,43,6353,100,1,high-speed,millimeter wave,4,48,5.904988278,1,383,carrier aggregation,332,11190,79.71157462,7
